Game Date,Home Team,Home Team Score,Away Team,Away Team Score,temperature,weather,wind,season,week
11/19/20,Cardinals,21,Seahawks,28,47 F,Partly Cloudy,9,2020,11
11/22/20,Bengals,9,Washington,20,54 F,Mostly Cloudy,7,2020,11
11/22/20,Falcons,9,Saints,24,71 F,Clear,5,2020,11
11/22/20,Steelers,27,Jaguars,3,71 F,Partly Cloudy,7,2020,11
11/22/20,Patriots,20,Texans,27,74 F,Partly Cloudy,2,2020,11
11/22/20,Eagles,17,Browns,22,37 F,Light Rain,5,2020,11
11/22/20,Lions,0,Panthers,20,61 F,Mostly Cloudy,2,2020,11
11/22/20,Titans,30,Ravens,24,51 F,Mostly Cloudy,7,2020,11
11/22/20,Jets,28,Chargers,34,69 F,Clear,4,2020,11
11/22/20,Dolphins,13,Broncos,20,44 F,Foggy,3,2020,11
11/22/20,Packers,31,Colts,34,38 F,Overcast,10,2020,11
11/22/20,Cowboys,31,Vikings,28,39 F,Possible Drizzle,10,2020,11
11/22/20,Chiefs,35,Raiders,31,65 F,Clear,1,2020,11
11/23/20,Rams,27,Buccaneers,24,69 F,Clear,4,2020,11
11/18/10,Bears,16,Dolphins,0,80 F,Fair,3,2010,11
11/21/10,Packers,31,Vikings,3,33 F,Light Drizzle Fog/Mist,5,2010,11
11/21/10,Washington,19,Titans,16,65 F,Partly Cloudy,10,2010,11
11/21/10,Cardinals,13,Chiefs,31,66 F,Overcast,16,2010,11
11/21/10,Ravens,37,Panthers,13,65 F,A Few Clouds,4,2010,11
11/21/10,Bills,49,Bengals,31,64 F,A Few Clouds,18,2010,11
11/21/10,Lions,19,Cowboys,35,73 F,Mostly Cloudy And Breezy,23,2010,11
11/21/10,Texans,27,Jets,30,45 F,Fair,0,2010,11
11/21/10,Raiders,3,Steelers,35,53 F,Overcast,10,2010,11
11/21/10,Browns,20,Jaguars,24,75 F,Partly Cloudy,8,2010,11
11/21/10,Seahawks,19,Saints,34,77 F,Partly Cloudy,13,2010,11
11/21/10,Falcons,34,Rams,17,62 F,Overcast,12,2010,11
11/21/10,Buccaneers,21,49ers,0,54 F,Mostly Cloudy And Breezy,23,2010,11
11/21/10,Colts,28,Patriots,31,37 F,Fair,5,2010,11
11/21/10,Giants,17,Eagles,27,45 F,Partly Cloudy,6,2010,11
11/22/10,Broncos,14,Chargers,35,57 F,Partly Cloudy,4,2010,11
11/14/24,Washington,7,Eagles,0,46 F,Overcast,13,2010,12
11/25/21,Bills,31,Saints,6,73 F,Drizzle,4,2021,12
11/25/19,Ravens,45,Rams,6,64 F,Clear,3,2019,12
11/23/17,Chargers,28,Cowboys,6,67 F,Clear,1,2017,12
11/24/13,Jaguars,13,Texans,6,50 F,Overcast,9,2013,12
11/25/13,49ers,27,Washington,6,32 F,A Few Clouds,8,2013,12
11/24/16,Steelers,28,Colts,7,40 F,Overcast,4,2016,12
11/24/19,Seahawks,17,Eagles,9,38 F,Light Sleet,11,2019,12
11/25/12,Broncos,17,Chiefs,9,54 F,Fair,4,2012,12
11/27/11,Steelers,13,Chiefs,9,34 F,A Few Clouds,4,2011,12
11/26/23,Steelers,16,Bengals,10,47 F,Rain,7,2023,12
11/26/23,Patriots,7,Giants,10,47 F,Mostly Cloudy,3,2023,12
11/26/23,Ravens,20,Chargers,10,66 F,Clear,3,2023,12
11/27/23,Bears,12,Vikings,10,16 F,Partly Cloudy,11,2023,12
11/24/19,Steelers,16,Bengals,10,43 F,Mostly Cloudy,9,2019,12
11/26/17,Bills,16,Chiefs,10,58 F,Clear,3,2017,12
11/29/15,Vikings,20,Falcons,10,72 F,Mostly Cloudy,1,2015,12
11/24/13,Steelers,27,Browns,11,33 F,Snow And Breezy,N/A,2013,12
11/26/09,Packers,34,Lions,12,40 F,Overcast,16,2009,12
11/23/23,49ers,31,Seahawks,13,43 F,Partly Cloudy,6,2023,12
11/24/23,Dolphins,34,Jets,13,49 F,Clear,11,2023,12
11/27/22,Saints,0,49ers,13,65 F,Mostly Cloudy,3,2022,12
11/28/21,Eagles,7,Giants,13,37 F,Overcast,3,2021,12
11/24/19,Cowboys,9,Patriots,13,40 F,Overcast,11,2019,12
11/25/18,Patriots,27,Jets,13,53 F,Partly Cloudy,8,2018,12
11/26/17,Seahawks,24,49ers,13,63 F,Partly Cloudy,4,2017,12
11/27/16,Giants,27,Browns,13,46 F,Clear,10,2016,12
11/27/16,Chargers,21,Texans,13,67 F,Clear,9,2016,12
11/28/16,Packers,27,Eagles,13,47 F,Partly Cloudy,4,2016,12
11/26/15,Bears,17,Packers,13,35 F,Light Rain,10,2015,12
11/29/15,Cardinals,19,49ers,13,57 F,Clear,2,2015,12
11/23/14,Bengals,22,Texans,13,76 F,Fair,14,2014,12
11/21/13,Saints,17,Falcons,13,53 F,Overcast,4,2013,12
11/25/12,Ravens,16,Chargers,13,62 F,Fog,N/A,2012,12
11/27/11,Texans,20,Jaguars,13,79 F,Mostly Cloudy,13,2011,12
11/27/11,Broncos,16,Chargers,13,82 F,Fair,6,2011,12
11/26/23,Rams,37,Cardinals,14,68 F,Partly Cloudy,8,2023,12
11/25/21,Bears,16,Lions,14,43 F,Drizzle,7,2021,12
11/28/21,Falcons,21,Jaguars,14,60 F,Mostly Cloudy,4,2021,12
11/28/21,Jets,21,Texans,14,56 F,Overcast,7,2021,12
11/27/16,Seahawks,5,Buccaneers,14,78 F,Partly Cloudy,7,2016,12
11/26/15,Panthers,33,Cowboys,14,68 F,Humid And Mostly Cloudy,11,2015,12
11/24/11,Packers,27,Lions,15,42 F,Overcast With Haze,16,2011,12
11/27/22,Bengals,20,Titans,16,53 F,Mostly Cloudy,15,2022,12
11/28/21,Browns,10,Ravens,16,44 F,Mostly Cloudy,4,2021,12
11/22/18,Bears,23,Lions,16,24 F,Overcast,9,2018,12
11/26/17,Titans,20,Colts,16,46 F,Clear,3,2017,12
11/24/16,Vikings,13,Lions,16,43 F,Mostly Cloudy,7,2016,12
11/24/13,Panthers,20,Dolphins,16,80 F,Light Rain,17,2013,12
11/24/11,49ers,6,Ravens,16,36 F,Fair,3,2011,12
11/29/09,Browns,7,Bengals,16,58 F,Partly Cloudy,18,2009,12
11/26/23,Panthers,10,Titans,17,52 F,Overcast,11,2023,12
11/26/23,Chiefs,31,Raiders,17,55 F,Clear,11,2023,12
11/28/22,Steelers,24,Colts,17,44 F,Mostly Cloudy,4,2022,12
11/29/21,Seahawks,15,Washington,17,37 F,Clear,4,2021,12
11/27/16,Patriots,22,Jets,17,48 F,Partly Cloudy,8,2016,12
11/23/14,Washington,13,49ers,17,63 F,Mostly Cloudy,4,2014,12
11/25/12,Rams,31,Cardinals,17,79 F,Fair,0,2012,12
11/27/11,Washington,23,Seahawks,17,49 F,Light Rain,6,2011,12
11/29/09,Seahawks,27,Rams,17,55 F,Overcast,5,2009,12
11/29/09,Panthers,6,Jets,17,52 F,Fair,8,2009,12
11/27/22,Falcons,13,Washington,19,48 F,Rain,8,2022,12
11/24/19,Giants,14,Bears,19,44 F,Clear,8,2019,12
11/24/19,Lions,16,Washington,19,46 F,Mostly Cloudy,10,2019,12
11/27/16,Bengals,14,Ravens,19,49 F,Clear,8,2016,12
11/23/14,Cardinals,3,Seahawks,19,57 F,Partly Cloudy,6,2014,12
11/24/13,Jets,3,Ravens,19,34 F,Breezy,0,2013,12
11/24/13,Titans,23,Raiders,19,59 F,A Few Clouds,5,2013,12
11/22/12,Patriots,49,Jets,19,41 F,Fair,0,2012,12
11/27/11,Panthers,27,Colts,19,44 F,Light Rain,13,2011,12
11/21/19,Colts,17,Texans,20,74 F,Mostly Cloudy,9,2019,12
11/24/19,Broncos,3,Bills,20,37 F,Clear,7,2019,12
11/25/18,Browns,35,Bengals,20,48 F,Mostly Cloudy,0,2018,12
11/23/17,Giants,10,Washington,20,32 F,Clear,0,2017,12
11/29/15,Giants,14,Washington,20,46 F,Overcast,5,2015,12
11/25/12,Steelers,14,Browns,20,38 F,Mostly Cloudy,12,2012,12
11/25/12,Bills,13,Colts,20,44 F,Mostly Cloudy,13,2012,12
11/24/11,Dolphins,19,Cowboys,20,59 F,Clear,10,2011,12
11/27/11,Cardinals,23,Rams,20,40 F,Fog/Mist,16,2011,12
11/27/11,Patriots,38,Eagles,20,57 F,Fair,3,2011,12
11/29/09,Buccaneers,17,Falcons,20,60 F,Mostly Cloudy,9,2009,12
11/29/09,Cardinals,17,Titans,20,57 F,Mostly Cloudy,11,2009,12
11/29/09,Jaguars,3,49ers,20,66 F,A Few Clouds,0,2009,12
11/29/09,Steelers,17,Ravens,20,52 F,Partly Sunny,15,2009,12
11/26/23,Jaguars,24,Texans,21,63 F,Mostly Cloudy,13,2023,12
11/26/17,Broncos,14,Raiders,21,61 F,Partly Cloudy,6,2017,12
11/27/16,Titans,27,Bears,21,38 F,Foggy,5,2016,12
11/29/15,Raiders,24,Titans,21,57 F,Overcast,2,2015,12
11/23/14,Buccaneers,13,Bears,21,53 F,Light Rain,10,2014,12
11/23/14,Packers,24,Vikings,21,46 F,Fog/Mist,6,2014,12
11/24/13,Buccaneers,24,Lions,21,23 F,Mostly Cloudy,11,2013,12
11/24/13,Cowboys,24,Giants,21,26 F,Fair,7,2013,12
11/25/12,49ers,31,Saints,21,63 F,A Few Clouds,7,2012,12
11/23/23,Packers,29,Lions,22,47 F,Overcast,8,2023,12
11/24/19,Buccaneers,35,Falcons,22,50 F,Clear,5,2019,12
11/26/12,Panthers,30,Eagles,22,37 F,A Few Clouds,0,2012,12
11/27/22,Buccaneers,17,Browns,23,54 F,Overcast,11,2022,12
11/27/22,Broncos,10,Panthers,23,63 F,Mostly Cloudy,12,2022,12
11/23/17,Vikings,30,Lions,23,33 F,Mostly Cloudy,7,2017,12
11/27/17,Texans,16,Ravens,23,44 F,Clear,0,2017,12
11/23/14,Jaguars,3,Colts,23,51 F,Light Rain Fog/Mist,9,2014,12
11/25/12,Falcons,24,Buccaneers,23,64 F,Fair,4,2012,12
11/27/11,Browns,20,Bengals,23,60 F,Light Rain,9,2011,12
11/27/11,Buccaneers,17,Titans,23,46 F,Overcast,11,2011,12
11/26/23,Saints,15,Falcons,24,49 F,Overcast,6,2023,12
11/27/22,Chargers,25,Cardinals,24,65 F,Clear,1,2022,12
11/25/18,Jaguars,21,Bills,24,39 F,Mostly Cloudy,7,2018,12
11/25/18,Steelers,17,Broncos,24,41 F,Clear,4,2018,12
11/25/18,Packers,17,Vikings,24,21 F,Partly Cloudy,8,2018,12
11/29/15,Saints,6,Texans,24,55 F,Overcast,8,2015,12
11/20/14,Chiefs,20,Raiders,24,55 F,"Mod Rain, Fog",11,2014,12
11/23/14,Browns,26,Falcons,24,52 F,Thunderstorm Heavy Rain Fog/Mist,10,2014,12
11/25/12,Seahawks,21,Dolphins,24,74 F,Fair,0,2012,12
11/25/12,Titans,19,Jaguars,24,63 F,Fair,0,2012,12
11/27/11,Vikings,14,Falcons,24,71 F,Overcast,18,2011,12
11/26/09,Raiders,7,Cowboys,24,61 F,Clear,0,2009,12
11/24/22,Bills,28,Lions,25,46 F,Partly Cloudy,7,2022,12
11/25/18,Giants,22,Eagles,25,55 F,Clear,6,2018,12
11/29/15,Buccaneers,12,Colts,25,44 F,Mostly Cloudy,8,2015,12
11/29/15,Chargers,31,Jaguars,25,75 F,Clear,6,2015,12
11/27/11,Bears,20,Raiders,25,60 F,Mostly Cloudy,5,2011,12
11/27/22,Rams,10,Chiefs,26,45 F,Partly Cloudy,10,2022,12
11/26/17,Saints,20,Rams,26,67 F,Clear,2,2017,12
11/24/13,Vikings,26,Packers,26,20 F,Fair,10,2013,12
11/26/09,Giants,6,Broncos,26,52 F,A Few Clouds,12,2009,12
11/26/23,Buccaneers,20,Colts,27,38 F,Rain,13,2023,12
11/25/18,Seahawks,30,Panthers,27,52 F,Partly Cloudy,0,2018,12
11/25/18,Dolphins,24,Colts,27,51 F,Clear,11,2018,12
11/25/18,49ers,9,Buccaneers,27,75 F,Partly Cloudy,5,2018,12
11/26/17,Panthers,35,Jets,27,46 F,Clear,6,2017,12
11/26/17,Jaguars,24,Cardinals,27,84 F,Clear,0,2017,12
11/27/16,Chiefs,30,Broncos,27,44 F,Mostly Cloudy,6,2016,12
11/30/15,Ravens,33,Browns,27,42 F,Mostly Cloudy,8,2015,12
11/23/14,Rams,24,Chargers,27,72 F,Na,3,2014,12
11/24/14,Ravens,34,Saints,27,58 F,Mostly Cloudy,9,2014,12
11/29/09,Washington,24,Eagles,27,56 F,Fair,4,2009,12
11/29/09,Colts,35,Texans,27,77 F,Mostly Cloudy,15,2009,12
11/24/22,Giants,20,Cowboys,28,59 F,Rain,7,2022,12
11/27/22,Ravens,27,Jaguars,28,76 F,Overcast,10,2022,12
11/28/21,Chargers,13,Broncos,28,64 F,Foggy,4,2021,12
11/27/16,Jaguars,21,Bills,28,38 F,Mostly Cloudy,6,2016,12
11/23/14,Cowboys,31,Giants,28,48 F,Fair,0,2014,12
11/25/12,Vikings,10,Bears,28,40 F,Mostly Cloudy,4,2012,12
11/27/11,Bills,24,Jets,28,62 F,Fair,6,2011,12
11/26/23,Browns,12,Broncos,29,37 F,Clear,5,2023,12
11/27/22,Texans,15,Dolphins,30,83 F,Humid And Mostly Cloudy,8,2022,12
11/26/17,Browns,16,Bengals,30,46 F,Clear,2,2017,12
11/29/15,Bills,22,Chiefs,30,34 F,Light Rain,5,2015,12
11/29/15,Patriots,24,Broncos,30,21 F,Light Snow,0,2015,12
11/27/22,Bears,10,Jets,31,51 F,Overcast,7,2022,12
11/28/21,Buccaneers,38,Colts,31,39 F,Clear,10,2021,12
11/22/18,Washington,23,Cowboys,31,63 F,Clear,6,2018,12
11/22/18,Falcons,17,Saints,31,52 F,Clear,2,2018,12
11/26/17,Bears,3,Eagles,31,48 F,Clear,5,2017,12
11/26/17,Packers,28,Steelers,31,36 F,Clear,1,2017,12
11/24/16,Washington,26,Cowboys,31,69 F,Clear,5,2016,12
11/27/16,49ers,24,Dolphins,31,79 F,Clear,10,2016,12
11/29/15,Rams,7,Bengals,31,45 F,Mostly Cloudy,6,2015,12
11/22/12,Texans,34,Lions,31,55 F,Fair,11,2012,12
11/22/12,Washington,38,Cowboys,31,75 F,Clear,14,2012,12
11/29/09,Dolphins,14,Bills,31,48 F,Partly Cloudy,12,2009,12
11/24/22,Patriots,26,Vikings,33,35 F,Clear,5,2022,12
11/25/21,Raiders,36,Cowboys,33,58 F,Clear,14,2021,12
11/28/21,Panthers,10,Dolphins,33,75 F,Partly Cloudy,3,2021,12
11/27/22,Raiders,40,Seahawks,34,45 F,Mostly Cloudy,6,2022,12
11/28/21,Vikings,26,49ers,34,66 F,Clear,4,2021,12
11/24/19,Panthers,31,Saints,34,53 F,Clear,3,2019,12
11/24/19,Raiders,3,Jets,34,41 F,Drizzle,9,2019,12
11/25/18,Raiders,17,Ravens,34,57 F,Clear,5,2018,12
11/26/18,Titans,17,Texans,34,51 F,Clear,7,2018,12
11/26/17,Buccaneers,20,Falcons,34,58 F,Clear,4,2017,12
11/23/14,Lions,9,Patriots,34,61 F,Fair,6,2014,12
11/24/13,Broncos,31,Patriots,34,23 F,Fair,16,2013,12
11/25/12,Raiders,10,Bengals,34,45 F,Fair,13,2012,12
11/26/17,Dolphins,17,Patriots,35,46 F,Partly Cloudy,4,2017,12
11/27/16,Panthers,32,Raiders,35,56 F,Clear,6,2016,12
11/28/21,Titans,13,Patriots,36,37 F,Partly Cloudy,6,2021,12
11/28/21,Rams,28,Packers,36,34 F,Partly Cloudy,13,2021,12
11/29/09,Bears,10,Vikings,36,35 F,Overcast,10,2009,12
11/26/23,Bills,34,Eagles,37,45 F,Rain,7,2023,12
11/24/19,Packers,8,49ers,37,66 F,Clear,2,2019,12
11/27/16,Cardinals,19,Falcons,38,54 F,Clear,0,2016,12
11/29/15,Dolphins,20,Jets,38,48 F,Clear,5,2015,12
11/24/14,Jets,3,Bills,38,40 F,Overcast And Breezy,21,2014,12
11/24/13,Chargers,41,Chiefs,38,28 F,Fair,4,2013,12
11/25/12,Packers,10,Giants,38,37 F,Overcast,11,2012,12
11/30/09,Patriots,17,Saints,38,59 F,Overcast And Breezy,20,2009,12
11/29/15,Steelers,30,Seahawks,39,37 F,Mostly Cloudy,2,2015,12
11/23/14,Dolphins,36,Broncos,39,36 F,Showers In Vicinity,7,2014,12
11/27/22,Packers,33,Eagles,40,60 F,Overcast,12,2022,12
11/24/13,Colts,11,Cardinals,40,57 F,Mostly Cloudy,0,2013,12
11/28/21,Steelers,10,Bengals,41,42 F,Clear,8,2021,12
11/24/19,Dolphins,24,Browns,41,37 F,Overcast,12,2019,12
11/24/19,Jaguars,20,Titans,42,53 F,Clear,7,2019,12
11/24/13,Bears,21,Rams,42,28 F,Mostly Cloudy,4,2013,12
11/23/14,Titans,24,Eagles,43,53 F,Mostly Cloudy,6,2014,12
11/29/09,Chiefs,14,Chargers,43,63 F,Partly Cloudy,8,2009,12
11/23/23,Washington,10,Cowboys,45,61 F,Clear,9,2023,12
11/25/18,Cardinals,10,Chargers,45,72 F,Clear,1,2018,12
11/26/15,Eagles,14,Lions,45,55 F,Mostly Cloudy,15,2015,12
11/27/16,Rams,21,Saints,49,59 F,Partly Cloudy,2,2016,12
11/28/11,Giants,24,Saints,49,F,Rain Showers,N/A,2011,12
11/26/20,Texans,41,Lions,25,46 F,Overcast,10,2020,12
11/26/20,Washington,41,Cowboys,16,71 F,Clear,9,2020,12
11/29/20,Dolphins,20,Jets,3,51 F,Clear,3,2020,12
11/29/20,Cardinals,17,Patriots,20,49 F,Clear,5,2020,12
11/29/20,Panthers,27,Vikings,28,34 F,Possible Flurries,15,2020,12
11/29/20,Browns,27,Jaguars,25,68 F,Mostly Cloudy,1,2020,12
11/29/20,Titans,45,Colts,26,46 F,Partly Cloudy,5,2020,12
11/29/20,Giants,19,Bengals,17,46 F,Partly Cloudy,4,2020,12
11/29/20,Chargers,17,Bills,27,46 F,Clear,11,2020,12
11/29/20,Raiders,6,Falcons,43,54 F,Overcast,4,2020,12
11/29/20,49ers,23,Rams,20,73 F,Clear,1,2020,12
11/29/20,Saints,31,Broncos,3,38 F,Foggy,3,2020,12
11/29/20,Chiefs,27,Buccaneers,24,80 F,Clear,6,2020,12
11/29/20,Bears,25,Packers,41,35 F,Partly Cloudy,13,2020,12
11/30/20,Seahawks,23,Eagles,17,60 F,Mostly Cloudy,7,2020,12
12/2/20,Ravens,14,Steelers,19,37 F,Partly Cloudy,5,2020,12
11/25/10,Patriots,45,Lions,24,45 F,Overcast,4,2010,12
11/25/10,Saints,30,Cowboys,27,39 F,Overcast And Breezy,23,2010,12
11/25/10,Bengals,10,Jets,26,38 F,Overcast,3,2010,12
11/28/10,Titans,0,Texans,20,62 F,Partly Cloudy,5,2010,12
11/28/10,Jaguars,20,Giants,24,43 F,Fair,5,2010,12
11/28/10,Panthers,23,Browns,24,37 F,Fair,8,2010,12
11/28/10,Steelers,19,Bills,16,35 F,Overcast,9,2010,12
11/28/10,Vikings,17,Washington,13,45 F,Fair,3,2010,12
11/28/10,Packers,17,Falcons,20,49 F,Mostly Cloudy,10,2010,12
11/28/10,Chiefs,42,Seahawks,24,43 F,Mostly Cloudy,0,2010,12
11/28/10,Dolphins,33,Raiders,17,52 F,Mostly Cloudy,11,2010,12
11/28/10,Buccaneers,10,Ravens,17,52 F,Sunny,1,2010,12
11/28/10,Eagles,26,Bears,31,40 F,A Few Clouds,11,2010,12
11/28/10,Rams,36,Broncos,33,43 F,Mostly Cloudy And Breezy,21,2010,12
11/28/10,Chargers,36,Colts,14,38 F,A Few Clouds,6,2010,12
11/29/10,49ers,27,Cardinals,6,55 F,Clear,9,2010,12
12/3/23,Chargers,6,Patriots,0,47 F,Rain,10,2023,13
12/5/21,Colts,31,Texans,0,75 F,Partly Cloudy,10,2021,13
11/14/24,Washington,7,Eagles,0,46 F,Overcast,13,2010,13
12/3/17,Patriots,23,Bills,3,46 F,Clear,2,2017,13
12/6/15,Cardinals,27,Rams,3,50 F,Mostly Cloudy,4,2015,13
12/6/15,Bengals,37,Browns,3,46 F,Mostly Cloudy,5,2015,13
12/6/15,Broncos,17,Chargers,3,71 F,Partly Cloudy,7,2015,13
11/27/14,Seahawks,19,49ers,3,58 F,A Few Clouds,0,2014,13
12/1/13,Dolphins,23,Jets,3,49 F,Overcast,5,2013,13
12/4/11,Chiefs,10,Bears,3,41 F,Light Drizzle,11,2011,13
12/2/18,Colts,0,Jaguars,6,78 F,Drizzle,10,2018,13
12/1/19,Rams,34,Cardinals,7,62 F,Clear,3,2019,13
12/6/15,Seahawks,38,Vikings,7,36 F,Overcast,3,2015,13
12/2/12,Cardinals,6,Jets,7,46 F,Fog/Mist,4,2012,13
12/6/09,Eagles,34,Falcons,7,41 F,Overcast,10,2009,13
12/3/23,Falcons,13,Jets,8,49 F,Rain,6,2023,13
12/3/17,Vikings,14,Falcons,9,61 F,Clear,1,2017,13
12/3/23,Cardinals,24,Steelers,10,58 F,Mostly Cloudy,10,2023,13
12/1/22,Bills,24,Patriots,10,36 F,Clear,10,2022,13
12/4/22,Broncos,9,Ravens,10,43 F,Clear,4,2022,13
12/6/21,Patriots,14,Bills,10,30 F,Light Snow And Windy,22,2021,13
12/2/18,Broncos,24,Bengals,10,63 F,Clear,9,2018,13
12/4/16,Broncos,20,Jaguars,10,75 F,Partly Cloudy,3,2016,13
12/5/16,Colts,41,Jets,10,43 F,Clear,2,2016,13
11/27/14,Eagles,33,Cowboys,10,57 F,Clear,0,2014,13
12/1/13,Bengals,17,Chargers,10,76 F,Mostly Clear,N/A,2013,13
12/2/12,Texans,24,Titans,10,71 F,Mostly Cloudy,12,2012,13
12/4/11,Ravens,24,Browns,10,51 F,Light Rain,11,2011,13
12/1/19,Buccaneers,28,Jaguars,11,78 F,Mostly Cloudy,14,2019,13
12/1/19,Packers,31,Giants,13,30 F,Drizzle,7,2019,13
11/29/18,Saints,10,Cowboys,13,73 F,Clear,7,2018,13
12/4/16,Lions,28,Saints,13,67 F,Light Rain,1,2016,13
11/30/14,Bengals,14,Buccaneers,13,76 F,Mostly Cloudy,7,2014,13
12/1/14,Dolphins,16,Jets,13,43 F,A Few Clouds,9,2014,13
12/2/12,Bengals,20,Chargers,13,66 F,Fog/Mist,N/A,2012,13
12/3/09,Jets,19,Bills,13,42 F,Overcast,17,2009,13
12/6/09,Broncos,44,Chiefs,13,37 F,Fair,5,2009,13
12/4/22,Browns,27,Texans,14,65 F,Mostly Cloudy,4,2022,13
12/3/17,49ers,15,Bears,14,50 F,Clear,2,2017,13
12/5/11,Chargers,38,Jaguars,14,68 F,Partly Cloudy,3,2011,13
12/3/23,Dolphins,45,Washington,15,53 F,Fog,3,2023,13
12/5/21,Washington,17,Raiders,15,70 F,Clear,2,2021,13
11/28/19,Bills,26,Cowboys,15,47 F,Overcast,6,2019,13
12/1/16,Cowboys,17,Vikings,15,35 F,Overcast,5,2016,13
12/6/15,Ravens,13,Dolphins,15,78 F,Mostly Cloudy,14,2015,13
12/4/22,Steelers,19,Falcons,16,56 F,Mostly Cloudy,2,2022,13
12/2/18,Ravens,26,Falcons,16,67 F,Mostly Cloudy,4,2018,13
12/2/18,Rams,30,Lions,16,56 F,Partly Cloudy,11,2018,13
12/3/17,Rams,32,Cardinals,16,78 F,Clear,3,2017,13
12/7/15,Cowboys,19,Washington,16,44 F,Partly Cloudy,2,2015,13
11/30/14,Broncos,29,Chiefs,16,25 F,Fair,12,2014,13
12/2/12,49ers,13,Rams,16,73 F,Mostly Cloudy,11,2012,13
12/2/12,Patriots,23,Dolphins,16,78 F,Mostly Cloudy,13,2012,13
12/6/09,Buccaneers,6,Panthers,16,39 F,Overcast,3,2009,13
12/5/22,Saints,16,Buccaneers,17,73 F,Clear,2,2022,13
12/2/21,Cowboys,27,Saints,17,70 F,Clear,3,2021,13
12/5/21,Buccaneers,30,Falcons,17,60 F,Drizzle,2,2021,13
12/1/19,Titans,31,Colts,17,38 F,Drizzle,10,2019,13
12/2/18,Cardinals,20,Packers,17,34 F,Light Rain,18,2018,13
12/1/13,Giants,24,Washington,17,37 F,Overcast,3,2013,13
12/2/12,Seahawks,23,Bears,17,61 F,Mostly Cloudy,3,2012,13
12/2/12,Browns,20,Raiders,17,62 F,Partly Cloudy,11,2012,13
12/3/12,Giants,16,Washington,17,60 F,Overcast,0,2012,13
12/4/11,Titans,23,Bills,17,58 F,Mostly Cloudy,15,2011,13
12/4/11,Falcons,10,Texans,17,71 F,Light Rain,9,2011,13
12/6/09,Rams,9,Bears,17,33 F,Mostly Cloudy,9,2009,13
12/5/21,Eagles,33,Jets,18,45 F,Partly Cloudy,1,2021,13
11/28/19,Saints,26,Falcons,18,55 F,Clear,5,2019,13
12/3/23,49ers,42,Eagles,19,53 F,Fog,7,2023,13
12/4/22,Packers,28,Bears,19,31 F,Clear,14,2022,13
,,,,,,,,,
,,,,,,,,,
12/3/17,Browns,10,Chargers,19,66 F,Clear,2,2017,13
12/4/11,Jets,34,Washington,19,56 F,Fair,6,2011,13
12/4/11,Panthers,38,Buccaneers,19,78 F,Partly Cloudy,9,2011,13
12/4/11,Cowboys,13,Cardinals,19,55 F,Clear,8,2011,13
12/4/22,Washington,20,Giants,20,43 F,Clear,6,2022,13
12/5/21,Giants,9,Dolphins,20,80 F,Partly Cloudy,8,2021,13
12/5/21,Ravens,19,Steelers,20,50 F,Overcast,4,2021,13
11/28/19,Bears,24,Lions,20,37 F,Overcast,8,2019,13
12/1/19,49ers,17,Ravens,20,38 F,Drizzle,9,2019,13
12/1/19,Browns,13,Steelers,20,45 F,Overcast,3,2019,13
12/4/17,Steelers,23,Bengals,20,60 F,Partly Cloudy,3,2017,13
12/6/15,Jets,23,Giants,20,52 F,Clear,5,2015,13
12/6/15,49ers,26,Bears,20,46 F,Clear,4,2015,13
12/6/15,Chiefs,34,Raiders,20,60 F,Mostly Cloudy,3,2015,13
12/2/12,Steelers,23,Ravens,20,56 F,Overcast,N/A,2012,13
12/6/09,49ers,17,Seahawks,20,35 F,Mostly Cloudy,17,2009,13
12/3/23,Panthers,18,Buccaneers,21,77 F,Mostly Cloudy,3,2023,13
12/1/19,Washington,29,Panthers,21,60 F,Overcast,7,2019,13
12/2/18,Bills,17,Dolphins,21,85 F,Humid And Mostly Cloudy,13,2018,13
12/4/16,Texans,13,Packers,21,31 F,Snow,N/A,2016,13
12/4/16,Buccaneers,28,Chargers,21,71 F,Clear,3,2016,13
12/3/23,Broncos,17,Texans,22,70 F,Mostly Cloudy,0,2023,13
12/5/21,Cardinals,33,Bears,22,35 F,Rain,16,2021,13
12/5/21,Chargers,41,Bengals,22,46 F,Mostly Cloudy,7,2021,13
12/5/21,Broncos,9,Chiefs,22,56 F,Overcast,13,2021,13
12/1/19,Jets,6,Bengals,22,48 F,Overcast,14,2019,13
11/28/13,Steelers,20,Ravens,22,37 F,Mostly Clear,0,2013,13
12/1/13,Titans,14,Colts,22,51 F,Fair,9,2013,13
12/6/09,Patriots,21,Dolphins,22,70 F,Light Rain,9,2009,13
12/4/22,Seahawks,27,Rams,23,64 F,Overcast,1,2022,13
12/1/19,Chargers,20,Broncos,23,35 F,Clear,4,2019,13
12/3/15,Packers,27,Lions,23,40 F,Mostly Cloudy,11,2015,13
12/6/15,Falcons,19,Buccaneers,23,78 F,Partly Cloudy,11,2015,13
12/1/13,Bears,20,Vikings,23,34 F,Overcast With Haze,0,2013,13
12/1/13,Rams,13,49ers,23,66 F,Areas Fog,N/A,2013,13
11/29/12,Saints,13,Falcons,23,39 F,Fair,0,2012,13
12/2/12,Vikings,14,Packers,23,45 F,Overcast With Haze,7,2012,13
12/6/09,Lions,13,Bengals,23,33 F,Fair,8,2009,13
12/6/09,Texans,18,Jaguars,23,54 F,Mostly Cloudy,8,2009,13
